Apparel ID,Apparel Name,Image Assets,Image URLs,Type,Age Range,Size,Cloth Material,Prize Range,Top Wear or bottom Wear,Texture,Gender,Colour,Cloth Sleeves,Events,Matching Body Type,Matching Face Type,Skin tone Matching,Undertone Matching
APRL_260,Floral Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_120.jpg,modest,Adults,Various,Chiffon,Mid-Range,Dress,"Flowing fabric, Floral print",Female,Pink (Floral pattern),Long sleeves (Flared cuff),"casual, party, seasonal, wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_261,Mens Thobe/Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_121.jpg,traditional garment,Adults,L,Cotton Blend,Mid-Range,Traditional wear,"Textured fabric, Embroidery detail",Male,Navy Blue,Short sleeves,"casual, traditional, religious, semi-formal","apple, rectangle, inverted triangle","square, rectangular, diamond, oval","dark, olive, fair, light","cool, neutral, warm"
APRL_262,Embellished Abaya Kimono,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_122.jpg,traditional lifestyle,Adults,M,Chiffon Blend,Mid-Range,Dress,"Flowing fabric, Embellished with pearls, Lace trim",Female,"Dark Blue, Black",Long sleeves,"casual, party, formal, occasion, wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_263,Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_123.jpg,Full body,Adults,M,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Embroidery, Embellishments",Female,Maroon,Full sleeves,"casual, special occasions, religious events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_264,Abaya/Kimono Cardigan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_124.jpg,Ethnic wear,Adults,Free Size,Polyester/Chiffon Blend,Mid-Range,Outerwear/Robe,"Smooth fabric, Lace/Embroidery, Sheer",Female,Mauve/Plum,"Full sleeves, Sheer/Textured detail","casual, party, religious events, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","dark, tan, olive, fair, light","neutral, cool"
APRL_265,Palazzo Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_125.jpg,traditional,Adults,Not specified,Silk Blend,Not specified,Traditional set,"Smooth fabric, Embroidery, Sequence work",Female,"Teal, Dark Blue",Full sleeves,"party, wedding, festive, formal","rectangle, hourglass, pear","oval, round, square, rectangular","fair, light, olive, tan","warm, neutral"
APRL_266,Ethnic Suit with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_126.jpg,traditional,Adults,M,Cotton Blend,Mid-Range,Ethnic Suit,"Smooth fabric, Embroidery, Print, Embellishments",Female,"Magenta, Teal, Pink",Full sleeves,"party, wedding, formal, seasonal, festive","hourglass, pear, rectangle, apple, inverted triangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","neutral, cool, warm"
APRL_267,Embroidered Palazzo Suit Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_127.jpg,traditional,Adults,,Viscose Blend,Mid-Range,Suit Set,"Smooth fabric, Embroidery, Printed dupatta",Female,Taupe/Brown,Full sleeves,"casual, party, wedding, formal, seasonal","pear, rectangle, apple, hourglass","oval, round, square","fair, light, olive, tan","neutral, warm"
APRL_268,Women's Kurta Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_128.jpg,traditional,Adults,M,Silk Blend,Mid-Range,Set,"Smooth fabric, Embroidery, Embellishment",Female,"Purple, Pink",Full sleeves,"casual, party, wedding, festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_269,Salwar Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_129.jpg,Traditional Indian ethnic wear,Adults,M,Silk Blend,Mid-High Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Embroidery, Embellishments",Female,"Magenta, Red",Full sleeves,"party, wedding, festive, formal, traditional","hourglass, rectangle, inverted triangle","oval, round, square, heart","fair, light, tan, olive, dark, ebony","warm, neutral, cool"
APRL_270,Women's Sharara Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_130.jpg,ethnic wear,Adults,N/A,Lawn/Chiffon Blend,N/A,Full Set,"Smooth fabric, Floral embroidery, Lace trim, Tassels",Female,Light Blue,Long Sleeves,"casual, festive, party","rectangle, pear, hourglass","oval, round, square","fair, light, olive, tan","neutral, cool"
APRL_271,Long Sleeve Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_131.jpg,image,Adults,M,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Flowy",Female,Sage Green,Long sleeves,"casual, vacation, beach, daytime event","hourglass, pear, apple, rectangle","oval, round, square, heart","tan, olive, fair, light","warm, neutral"
APRL_272,Embroidered Kurti Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_132.jpg,traditional,Adults,M,Cotton Blend,Mid-Range,Dress,"Smooth fabric, Embroidery, Fringed hem",Female,Peach,Sleeveless,"casual, party, wedding, festive, formal","rectangle, hourglass, apple, pear","oval, round, square","dark, tan, olive, light","warm, neutral"
APRL_273,Palazzo Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_133.jpg,traditional,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Embroidery, Printed patterns, Tassels, Border detailing",Female,"Mustard Yellow, Teal, Navy Blue, Orange, Purple",Full sleeves,"casual, party, wedding, festive, formal","hourglass, pear, rectangle, inverted triangle","oval, round, square, heart","fair, light, olive, tan","warm, neutral"
APRL_274,Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_134.jpg,studio shot,Adults,Medium,Cotton Blend,Mid-Range,"Top wear, bottom wear","Smooth fabric, Embroidered dupatta",Female,Red,Full sleeves,"casual, party, wedding, festive, seasonal","hourglass, pear, rectangle, apple","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_275,Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_135.jpg,traditional,Adults,M,Rayon Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Foil print",Female,"Red, Gold",Sleeveless,"casual, party, festive, wedding, formal","hourglass, pear, rectangle, apple","oval, round, square, heart","fair, light, olive, tan, dark","warm, neutral, cool"
APRL_276,Women's Kurta Pant Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_136.jpg,Kurta Pant Set with Dupatta,Adults,M,Cotton Blend,Mid-Range,"Top wear, bottom wear, dupatta","Textured fabric, Sheer dupatta, Embroidery, Embellishment",Female,"Olive Green, Silver",Full sleeves,"casual, party, festive, formal","hourglass, rectangle, pear, apple, inverted triangle","oval, round, square, heart","light, fair, olive, tan","warm, neutral"
APRL_277,Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_137.jpg,ethnic wear,Adults,M,Cotton Blend,Mid-Range,"Top wear, bottom wear","Smooth fabric, Small dots, Striped dupatta",Female,Pink,Full sleeves,"casual, party, festival, formal","pear, rectangle, hourglass","oval, round, heart","fair, light, olive, tan","warm, neutral, cool"
APRL_278,Women's Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_138.jpg,traditional,Adults,,Rayon Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery, Sheer striped dupatta",Female,Purple,3/4 sleeves,"casual, party, wedding, festive","hourglass, pear, rectangle","oval, round, square, heart, rectangular","dark, tan, olive, fair, light","warm, neutral, cool"
APRL_279,Women's Kurta Pant Dupatta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_139.jpg,traditional,Adults,Multiple sizes available,Georgette blend,Mid-Range,"Kurta, Pant, Dupatta Set","Smooth fabric, Gota Patti detailing",Female,Maroon,3/4 sleeves,"casual, party, festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_280,Kurta with Palazzo and Dupatta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_140.jpg,product image,Adults,"S, M, L, XL, XXL",Rayon Blend with Net Dupatta,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Foil print, Sheer net dupatta",Female,Olive Green,Sleeveless,"casual, festive, party, formal","rectangle, pear, apple, hourglass","oval, round, heart, square, diamond","fair, light, olive, tan","warm, neutral"
APRL_281,Ethnic Suit Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_141.jpg,traditional,Adults,Multiple Sizes Available,Synthetic Blend,High-Range,Set,"Smooth fabric, Heavy Embroidery, Print",Female,"Hot Pink, Orange",Full sleeves,"party, wedding, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","fair, light, olive, dark, ebony","warm, neutral"
APRL_282,Women's Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_142.jpg,Kaftan dress image,Adults,L,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Embroidery, Beadwork",Female,"Light Blue, Gold Embroidery",Full sleeves,"party, wedding, formal","hourglass, pear, apple, rectangle","oval, square, diamond, round","fair, light, tan, olive","warm, neutral, cool"
APRL_283,Kurta Set with Dhoti Pants,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_143.jpg,"Kurta, Dhoti Pants, Dupatta",Adults,M,Georgette,Mid-Range,Dress,"Embroidery, Flowing fabric",Female,Magenta,Full sleeves,"party, wedding, formal, seasonal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_284,Women's Ethnic Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_144.jpg,Traditional,Adults,M,Silk Blend,Mid-Range,Ethnic Suit,"Smooth fabric, Embroidery, Print",Female,"Olive Green, Red, Orange",Full sleeves,"casual, party, wedding, festive, seasonal","rectangle, pear, hourglass","oval, square, heart, diamond","fair, light, tan, olive, dark","neutral, warm, cool"
APRL_285,Womens Kurta Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_145.jpg,traditional,Adults,M,"Synthetic Blend, Embroidery",Mid-Range,"Top wear, Bottom wear","Smooth, Embroidered, Printed",Female,"Orange, Pink, Multi-colour",Full sleeves,"casual, party, wedding, festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_286,Anarkali Dhoti Suit Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_146.jpg,traditional,Adults,L,Georgette Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Embroidery, Sequin work, Net Dupatta",Female,"Black, Gold",Full sleeves,"party, wedding, festive, formal","hourglass, rectangle, pear, apple","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_287,Anarkali Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_147.jpg,studio,Adults,L,Georgette Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery",Female,Purple,Full sleeves,"party, wedding, formal, festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square","dark, olive, fair, light","neutral, cool"
APRL_288,Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_148.jpg,product image,Adults,Plus Size,Polyester Blend,Unknown,Dress,"Smooth fabric, Printed Pattern",Female,"Black, Pink, White, Multi-color",Sleeveless,"casual, party, formal","hourglass, pear, apple, rectangle, inverted triangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_289,Printed Abaya Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_149.jpg,Studio shot,Adults,L,Chiffon/Georgette Blend,Mid-Range,Full length dress,"Smooth fabric, Animal print",Female,"Blue, Grey, Black","Full length, Flowy sleeves","casual, party, formal, seasonal","hourglass, pear, inverted triangle, apple, rectangle","oval, round, square, heart","fair, light, olive, tan","neutral, cool"
APRL_290,Floral Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_150.jpg,null,Adults,Multiple,Cotton Blend,Mid-Range,dress,"Smooth fabric, Floral print",Female,Green with floral print,"3/4 sleeves, puffed","casual, formal, business","pear, rectangle, inverted triangle, hourglass","oval, round, heart, diamond","fair, light, olive, dark","warm, neutral"
APRL_291,Polka Dot Modest Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_151.jpg,modest dress,Adults,M,Polyester Blend,Mid-Range,Dress,"Full length dress, Smooth fabric, Polka dot print, Tiered hem",Female,"Brown, White polka dots",Full sleeves,"casual, daytime, modest events, seasonal","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart, diamond","dark, tan, olive, light, fair, ebony","warm, neutral"
APRL_292,Women's Salwar Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_152.jpg,Traditional outfit,Adults,L,Georgette Blend,Mid-Range,Traditional Wear,"Smooth fabric, Embroidery, Crinkled bottom",Female,Aqua,Full sleeves,"party, wedding, formal, seasonal","hourglass, rectangle, pear","oval, round, heart","tan, olive, fair, light","neutral, cool"
