filename,data
img_1_1.jpg,APRL_001,Women's Kurta Set,traditional,Adults,L,Cotton Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Embroidery, Woven pattern",Female,"Pink, White",Full sleeves,"casual, festive, party, wedding, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","neutral, cool"
img_1_2.jpg,APRL_001,Embellished Velvet Caftan Robe,traditional,Adults,L,Velvet,Mid-Range,Full wear,"Soft, Plush Velvet, Sparkling Embellishments",Female,Green,Full sleeves,"Party, Formal, Festive, Special Occasion","pear, apple, inverted triangle, rectangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
img_350.jpg,APRL_001,Embroidered Kaftan Dress,traditional,Adults,L,Georgette,Mid-Range,Dress,"Smooth fabric, Intricate Embroidery, Beaded",Female,Hot Pink,Full sleeves,"party, wedding, festive, evening, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","neutral, cool, warm"
img_351.jpg,APRL_001,Women's Printed Kurta Set with Dupatta,traditional,,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Foil print, Embroidered borders",Female,Fuchsia Pink,Full sleeves,"casual, festive, party, wedding","rectangle, apple, pear, inverted triangle, hourglass","oval, round, square","fair, light, tan, olive","cool, neutral"
img_352.jpg,APRL_001,Women's Modest Abaya Dress,"modest wear, islamic fashion",,Adults,L,Polyester Blend,Mid-Range,Full dress,"Smooth fabric, Flowing",Female,Sage Green,Full sleeves,"casual, daily wear, formal, special occasions, Eid","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square","fair, light, olive, tan","neutral, cool"
img_353.jpg,APRL_003,Embellished Lantern Sleeve Maxi Dress,contemporary_dress,,Adults,M,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Embellishment, Flowy",Female,Yellow,Lantern Sleeves,"Party, Cocktail, Festive, Formal, Special Occasion","pear, apple, rectangle, hourglass","oval, heart, square","dark, tan, olive, fair, light","warm, neutral"
img_354.jpg,APRL_001,Embroidered Lehenga Choli with Dupatta,Primary_Image,N/A,Adults,S,Art Silk Blend, Net,Mid-Range,Lehenga Choli (Full Set),"Embroidered, Sequined, Smooth fabric, Sheer",Female,Navy Blue, Silver,Sleeveless,"Wedding, Party, Festive, Engagement, Reception","hourglass, pear, inverted triangle, rectangle","oval, round, square, heart, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
img_355.jpg,APRL_001,Men's Wide-Leg Jeans,Image provided,Not provided,"Adults, Young Adults",Regular,Cotton Blend,Mid-Range,Bottom wear,"Smooth fabric, Structured","Male, Unisex",Off-white,Not applicable,"Casual, Everyday, Streetwear","rectangle, inverted triangle, pear, apple","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_356.jpg,APRL_001,Mens Kurta Set,traditional,,Adults,L,Silk Blend,Mid-Range,Top wear,"Smooth fabric, Buti design",Male,"Navy Blue, Gold, White",Full sleeves,"casual, party, wedding, festive, formal","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_357.jpg,APRL_001,Men's Striped Casual Shirt,"original image, crops",,Adults,Variable,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Vertical Stripes",Male,"White, Blue",Full sleeves (can be rolled up),"casual, smart casual, daily wear","rectangle, apple, inverted triangle","oval, round, square","fair, light, olive, tan","neutral, cool"
img_358.jpg,APRL_001,Men's Moroccan Djellaba,traditional,provided image,Adults,L,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Striped, Embroidery",Male,"Black, Maroon, White","Long sleeves (wide cut)","casual, cultural events, religious gatherings, festive, semi-formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_359.jpg,APRL_001,Hooded Zipper Abaya,original image,N/A,Adults,N/A,Cotton Blend,Mid-Range,"Outerwear, Dress","Smooth fabric, Soft",Female,Navy Blue,Full sleeves,"casual, daily wear, modest fashion, travel","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
img_360.jpg,APRL_001,Women's Embroidered Kurta Set with Dupatta,traditional,,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Intricate white embroidery on V-neckline, full sleeves and kurta hem; Striped dupatta with wavy pattern",Female,"Purple, White",Full sleeves,"casual, semi-formal, festive, party, wedding (day events)","rectangle, pear, apple, hourglass, inverted triangle","oval, round, rectangular, diamond, heart","tan, olive, dark, fair, light, ebony","neutral, cool"
img_361.jpg,APRL_001,Women's Embroidered Palazzo Suit,traditional,Adults,L,Art Silk Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Zari Embroidery, Sequins, Mirror work",Female,"Teal, Gold",Three-quarter sleeves,"Festive, Party, Wedding, Formal",hourglass, pear, apple, inverted triangle, rectangle,oval, round, square, heart, diamond, rectangular,ebony, dark, tan, olive, fair, light,warm, neutral, cool
img_362.jpg,APRL_001,Women's Embroidered Patiala Suit,traditional,,Adult,L,Art Silk Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery, Mirror work",Female,"Maroon, Gold",Full sleeves,"festive, party, wedding, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_363.jpg,APRL_001,Women's Embroidered Anarkali Gown,traditional,,Adults,"M, L, XL","Net, Georgette, Silk","Mid-Range, High-Range","Full wear, Gown","Embroidered, Flowy, Soft, Net",Female,"Lilac, Mauve, Purple, Silver embroidery",Full sleeves,"wedding, party, festive, formal, engagement","hourglass, pear, rectangle, inverted triangle, apple","oval, round, heart, rectangular","fair, light, tan, olive, dark","neutral, cool, warm"
img_364.jpg,APRL_001,Embroidered Gharara Suit,traditional,N/A,Adults,M,Silk Blend,High-Range,Suit set,"Smooth fabric, intricate embroidery, embellished",Female,Sage Green,Full sleeves,"wedding, party, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square","tan, olive, fair, light","cool, neutral"
img_365.jpg,APRL_001,Embroidered Kaftan Dress,traditional,,Adults,Free Size,Chiffon,Mid-Range,Dress,"Smooth fabric, Flowy, Embroidery, Beading",Female,"Black, Gold",Full sleeves,"formal, party, wedding, festive, special occasions","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_366.jpg,APRL_001,Pleated Maxi Dress,Modest,https://f005.backblazeb2.com/file/image-assets-b/b2010c73-45f6-47a3-861f-36c56c2049d5.jpeg,Adults,M,Polyester Blend,Mid-Range,Dress,"Pleated, Smooth fabric, Tie-waist",Female,Dark Green,"Full sleeves, Bell cuffs","Casual, Party, Formal, Wedding, Evening, Modest wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_367.jpg,APRL_001,Embroidered Strapless Gown,ethnic formal,,Adults,L,Chiffon Blend,High-Range,Gown,"Smooth fabric, Heavy embroidery, Sequins, Beadwork",Female,Royal Blue,Strapless,"Formal, Party, Wedding, Festive","pear, apple, rectangle, hourglass","oval, round, square, heart, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
img_368.jpg,ERROR: exception TypeError: fetch failed sending request
img_369.jpg,APRL_001,Embroidered Kaftan Dress,traditional,,Adults,L,"Polyester Blend, Chiffon/Net overlay",Mid-Range,Full dress,"Smooth fabric, Sheer, Floral Embroidery",Female,"Black, Red, White/Cream",Full sleeves,"party, wedding, formal, festive, evening wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_370.jpg,APRL_001,White Cropped Collared Shirt,Modern Casual,,Adult,M,Cotton Blend,Mid-Range,Top wear,Smooth fabric,Female,White,Full sleeves,"casual, party, office, formal, daily wear","rectangle, hourglass, pear, inverted triangle","oval, round, heart, square","fair, light, tan, olive, dark, ebony","warm, neutral, cool"
APRL_002,Black Skinny Pants,Modern Casual,,Adult,M,"Cotton Blend, Spandex",Mid-Range,Bottom wear,Smooth fabric,Female,Black,,"casual, party, office, formal, daily wear","rectangle, hourglass, pear, inverted triangle, apple",,"fair, light, tan, olive, dark, ebony","warm, neutral, cool"
img_371.jpg,APRL_001,"Men's Indo-Western Sherwani Set",traditional,,Adults,L,"Silk Blend, Cotton Blend",Mid-Range,"Top wear, Bottom wear","Textured, Jacquard pattern, Smooth fabric",Male,"Blue, Light Blue, Cream",Full sleeves,"wedding, party, festive, formal","rectangle, inverted triangle, apple, pear","oval, rectangular, square","ebony, dark, tan, olive, fair, light","neutral, cool"
img_372.jpg,APRL_001,Embroidered Kaftan Gown,original,https://oaidalleapiprodscus.blob.core.windows.net/private/org-v1213000/user-Y6U568q01zJ7o5d5TjWfS0w3/cb2996e3-5353-431e-b8d6-6a8470557404.png?st=2024-06-03T11%3A22%3A08Z&se=2024-06-03T13%3A22%3A08Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6e04697c-e797-476a-85fe-41f6c297989f&sktid=4901c569-42b4-406c-850f-a7e6ca089b3f&skt=2024-06-03T04%3A46%3A36Z&ske=2024-06-10T04%3A46%3A36Z&sks=b&skv=2021-08-06&sig=vN9Y7c13eM3fP77M%2Bl1Kx49eM4mK4eM4mK4eM4mK4eM4mK4eM4mK4eM4mK4eM4mK4eM4mK4%3D,Adults,L,Faux Georgette,Mid-Range,Gown,"Smooth fabric, Heavy Zari Embroidery, Embellished",Female,"Royal Blue, Gold",Full sleeves,"Festive, Wedding, Party, Formal, Eid","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_373.jpg,APRL_001,Women's Sleeveless Kurta Dress,traditional,Adults,M,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Geometric print",Female,Olive Beige,Sleeveless,"casual, festive, everyday, cultural events","hourglass, pear, apple, rectangle","oval, round, heart","tan, olive, fair, light","warm, neutral"
img_374.jpg,APRL_001,Women's Zipper Abaya,traditional,,Adults,One Size,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Flowy drape",Female,Brown,Full sleeves,"casual, semi-formal, religious events, daily wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","dark, tan, olive, fair, light","warm, neutral, cool"
img_375.jpg,APRL_003,Women's Abaya,traditional,,Adults,L,Polyester Blend,Mid-Range,Top wear,"Smooth fabric, Layered, Embellishment",Female,Black,"Full sleeves, Bell sleeves, Layered sleeves","casual, party, formal, religious events","rectangle, apple, pear, inverted triangle, hourglass","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_376.jpg,APRL_001,Lehenga Choli,traditional,,Adults,L,"Net, Silk Blend",High-Range,"Top wear, Bottom wear","Embellished, Sequins, Ruffled, Sheer",Female,"Sage Green, Gold, Silver",Short Puffed sleeves,"Wedding, Festive, Party, Reception","hourglass, pear, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_377.jpg,APRL_001,Men's Track Pants with Side Stripes,"sporty, casual",,Adults,L,Polyester Blend,Mid-Range,Bottom wear,Smooth fabric,Male,"Black, White stripes",N/A,"casual, sports, lounge","rectangle, pear, apple, inverted triangle, hourglass",,"ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_378.jpg,APRL_001,Mens Kurta,traditional,,Adults,L,Art Silk Blend,Mid-Range,Top wear,"Smooth fabric, Woven geometric pattern",Male,Pink,Full sleeves,"casual, party, wedding, festive, religious ceremony","rectangle, inverted triangle, apple","oval, rectangular, square","tan, olive, dark","warm, neutral"
img_379.jpg,APRL_001,Men's Graphic Print T-shirt,graphic print,N/A,Adults,L,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Graphic print",Male,Mauve,Half sleeves,"casual, streetwear, everyday","rectangle, inverted triangle","oval, round, square, heart","dark, tan, olive, fair, light","neutral, cool"
img_380.jpg,APRL_001,Men's Striped Kaftan/Thobe,original_image.jpg,[Original Image URL],Adults,Loose Fit,Cotton Blend,Mid-Range,Kaftan,"Smooth fabric, Vertical stripes",Male,"Black, White",Full sleeves,"Casual, Cultural, Festive, Lounge wear","rectangle, apple, pear, inverted triangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","neutral, warm, cool"
img_381.jpg,APRL_003,Modern Abaya Set,modern_modest_wear,,Adults,Various,Polyester Blend,Mid-Range,Full Outfit,"Smooth, Flowy, Draped",Female,"Maroon, White",Full sleeves,"Casual, Formal, Festive, Modest occasions","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_382.jpg,APRL_001,Women's Embroidered Shalwar Kameez Suit,traditional,,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery, Striped pattern",Female,"Olive Green, White",Full sleeves,"casual, party, wedding, formal, seasonal","rectangle, apple, pear, inverted triangle","oval, round, square, heart","fair, light, olive, tan, dark","warm, neutral"
img_383.jpg,APRL_001,Embroidered Palazzo Suit with Dupatta,ethnic wear,Adults,M,Art Silk Blend,Mid-Range,"Top wear (Kurta), Bottom wear (Palazzo), Dupatta","Smooth fabric, Intricate embroidery, Mirror work, Embellished",Female,"Peach, Gold, Teal",Full sleeves,"weddings, parties, festivals, ceremonies, formal events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive, dark, ebony","warm, neutral"
img_384.jpg,APRL_001,Embroidered Kaftan Gown,traditional,"",Adults,L,Georgette Blend,Mid-Range,Dress,"Smooth fabric, Intricate embroidery, Embellished",Female,"Blue, Gold",Full sleeves,"party, wedding, formal, festive, traditional events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","tan, olive, fair, light","cool, neutral"
img_385.jpg,APRL_001,Embellished Anarkali Gown,traditional,,Adults,"S, M, L, XL",Georgette Blend,Mid-Range,Dress,"Smooth fabric, Embroidered, Sequined",Female,"Black, Multi-color embroidery",Sleeveless,"party, wedding, festive, formal","hourglass, pear, rectangle, inverted triangle, apple","oval, round, square, heart","fair, light, tan, olive, dark, ebony","warm, neutral, cool"
img_386.jpg,APRL_003,Women's Sharara Suit,traditional,Adults,M,Georgette,Mid-Range,"Top wear, Bottom wear, Dupatta","Geometric pattern, Embroidery, Smooth fabric, Pleated",Female,Mustard Yellow,Sleeveless,"party, wedding, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, rectangular","tan, olive, dark, light, fair, ebony","warm, neutral"
img_387.jpg,APRL_003,Kaftan Abaya,"Ethnic, traditional",Adults,Free size,"Georgette Blend, Zari Embroidery",High-Range,"Dress, Full-body wear","Flowy fabric, Sheer, Embellished, Embroidered",Female,"Fuchsia, Gold","Full length, Batwing style","Parties, Weddings, Festive occasions, Formal events, Cultural gatherings","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
img_388.jpg,ERROR: got status: 429 Too Many Requests. {"error":{"code":429,"message":"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250\nPlease retry in 51.347532239s.","status":"RESOURCE_EXHAUSTED","details":[{"@type":"type.googleapis.com/google.rpc.QuotaFailure","violations":[{"quotaMetric":"generativelanguage.googleapis.com/generate_content_free_tier_requests","quotaId":"GenerateRequestsPerDayPerProjectPerModel-FreeTier","quotaDimensions":{"location":"global","model":"gemini-2.5-flash"},"quotaValue":"250"}]},{"@type":"type.googleapis.com/google.rpc.Help","links":[{"description":"Learn more about Gemini API quotas","url":"https://ai.google.dev/gemini-api/docs/rate-limits"}]},{"@type":"type.googleapis.com/google.rpc.RetryInfo","retryDelay":"51s"}]}}
img_388.jpg,APRL_001,Embroidered Abaya with Hijab,Full length view of woman wearing abaya, front and back, with matching hijab,,Adults,Free Size,Polyester Blend,Mid-Range,Full-length dress,"Smooth fabric, Intricate embroidery",Female,Maroon,Full sleeves,"casual, formal, religious, festive, party, wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_389.jpg,APRL_001,Strapless Embellished Gown,traditional,Adults,N/A,"Synthetic Blend, Embroidery",High-Range,Dress,"Smooth fabric, Heavy Gold and Silver Embroidery, Beaded",Female,"Navy Blue, Gold, Silver",Strapless,"party, wedding, formal, festive, cocktail, reception","hourglass, pear, rectangle, inverted triangle, apple","oval, round, square, heart, diamond, rectangular","tan, olive, fair, light, dark, ebony","cool, neutral, warm"
img_390.jpg,APRL_001,Embroidered Kaftan Dress,traditional,Adults,Free Size,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Sheer, Intricate embroidery",Female,"Cream, Royal Blue, Multi-color","Full sleeves (Batwing style)","party, wedding, festive, traditional events","apple, rectangle, pear, hourglass, inverted triangle","oval, round, heart","tan, olive, dark","warm, neutral"
img_391.jpg,ERROR: got status: 429 Too Many Requests. {"error":{"code":429,"message":"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250\nPlease retry in 44.209749192s.","status":"RESOURCE_EXHAUSTED","details":[{"@type":"type.googleapis.com/google.rpc.QuotaFailure","violations":[{"quotaMetric":"generativelanguage.googleapis.com/generate_content_free_tier_requests","quotaId":"GenerateRequestsPerDayPerProjectPerModel-FreeTier","quotaDimensions":{"location":"global","model":"gemini-2.5-flash"},"quotaValue":"250"}]},{"@type":"type.googleapis.com/google.rpc.Help","links":[{"description":"Learn more about Gemini API quotas","url":"https://ai.google.dev/gemini-api/docs/rate-limits"}]},{"@type":"type.googleapis.com/google.rpc.RetryInfo","retryDelay":"44s"}]}}
img_392.jpg,ERROR: got status: 429 Too Many Requests. {"error":{"code":429,"message":"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250\nPlease retry in 14.455220754s.","status":"RESOURCE_EXHAUSTED","details":[{"@type":"type.googleapis.com/google.rpc.QuotaFailure","violations":[{"quotaMetric":"generativelanguage.googleapis.com/generate_content_free_tier_requests","quotaId":"GenerateRequestsPerDayPerProjectPerModel-FreeTier","quotaDimensions":{"model":"gemini-2.5-flash","location":"global"},"quotaValue":"250"}]},{"@type":"type.googleapis.com/google.rpc.Help","links":[{"description":"Learn more about Gemini API quotas","url":"https://ai.google.dev/gemini-api/docs/rate-limits"}]},{"@type":"type.googleapis.com/google.rpc.RetryInfo","retryDelay":"14s"}]}}
img_393.jpg,ERROR: got status: 429 Too Many Requests. {"error":{"code":429,"message":"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250\nPlease retry in 42.859680712s.","status":"RESOURCE_EXHAUSTED","details":[{"@type":"type.googleapis.com/google.rpc.QuotaFailure","violations":[{"quotaMetric":"generativelanguage.googleapis.com/generate_content_free_tier_requests","quotaId":"GenerateRequestsPerDayPerProjectPerModel-FreeTier","quotaDimensions":{"location":"global","model":"gemini-2.5-flash"},"quotaValue":"250"}]},{"@type":"type.googleapis.com/google.rpc.Help","links":[{"description":"Learn more about Gemini API quotas","url":"https://ai.google.dev/gemini-api/docs/rate-limits"}]},{"@type":"type.googleapis.com/google.rpc.RetryInfo","retryDelay":"42s"}]}}
img_394.jpg,ERROR: got status: 429 Too Many Requests. {"error":{"code":429,"message":"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250\nPlease retry in 12.017809693s.","status":"RESOURCE_EXHAUSTED","details":[{"@type":"type.googleapis.com/google.rpc.QuotaFailure","violations":[{"quotaMetric":"generativelanguage.googleapis.com/generate_content_free_tier_requests","quotaId":"GenerateRequestsPerDayPerProjectPerModel-FreeTier","quotaDimensions":{"location":"global","model":"gemini-2.5-flash"},"quotaValue":"250"}]},{"@type":"type.googleapis.com/google.rpc.Help","links":[{"description":"Learn more about Gemini API quotas","url":"https://ai.google.dev/gemini-api/docs/rate-limits"}]},{"@type":"type.googleapis.com/google.rpc.RetryInfo","retryDelay":"12s"}]}}
img_395.jpg,APRL_003,Women's Printed Anarkali Dress with Dupatta,main image,Not applicable,Adults,Not specified,Cotton Blend,Mid-Range,Full Outfit,"Soft fabric, flowing, intricate print",Female,"Indigo Blue, White",Full sleeves,"casual, beachwear, vacation, ethnic wear, day party","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_396.jpg,ERROR: got status: 429 Too Many Requests. {"error":{"code":429,"message":"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250\nPlease retry in 23.48425867s.","status":"RESOURCE_EXHAUSTED","details":[{"@type":"type.googleapis.com/google.rpc.QuotaFailure","violations":[{"quotaMetric":"generativelanguage.googleapis.com/generate_content_free_tier_requests","quotaId":"GenerateRequestsPerDayPerProjectPerModel-FreeTier","quotaDimensions":{"location":"global","model":"gemini-2.5-flash"},"quotaValue":"250"}]},{"@type":"type.googleapis.com/google.rpc.Help","links":[{"description":"Learn more about Gemini API quotas","url":"https://ai.google.dev/gemini-api/docs/rate-limits"}]},{"@type":"type.googleapis.com/google.rpc.RetryInfo","retryDelay":"23s"}]}}
img_397.jpg,ERROR: got status: 429 Too Many Requests. {"error":{"code":429,"message":"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250\nPlease retry in 53.63539917s.","status":"RESOURCE_EXHAUSTED","details":[{"@type":"type.googleapis.com/google.rpc.QuotaFailure","violations":[{"quotaMetric":"generativelanguage.googleapis.com/generate_content_free_tier_requests","quotaId":"GenerateRequestsPerDayPerProjectPerModel-FreeTier","quotaDimensions":{"location":"global","model":"gemini-2.5-flash"},"quotaValue":"250"}]},{"@type":"type.googleapis.com/google.rpc.Help","links":[{"description":"Learn more about Gemini API quotas","url":"https://ai.google.dev/gemini-api/docs/rate-limits"}]},{"@type":"type.googleapis.com/google.rpc.RetryInfo","retryDelay":"53s"}]}}
img_398.jpg,ERROR: got status: 429 Too Many Requests. {"error":{"code":429,"message":"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250\nPlease retry in 22.047979789s.","status":"RESOURCE_EXHAUSTED","details":[{"@type":"type.googleapis.com/google.rpc.QuotaFailure","violations":[{"quotaMetric":"generativelanguage.googleapis.com/generate_content_free_tier_requests","quotaId":"GenerateRequestsPerDayPerProjectPerModel-FreeTier","quotaDimensions":{"location":"global","model":"gemini-2.5-flash"},"quotaValue":"250"}]},{"@type":"type.googleapis.com/google.rpc.Help","links":[{"description":"Learn more about Gemini API quotas","url":"https://ai.google.dev/gemini-api/docs/rate-limits"}]},{"@type":"type.googleapis.com/google.rpc.RetryInfo","retryDelay":"22s"}]}}
img_399.jpg,ERROR: got status: 429 Too Many Requests. {"error":{"code":429,"message":"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250\nPlease retry in 51.816502188s.","status":"RESOURCE_EXHAUSTED","details":[{"@type":"type.googleapis.com/google.rpc.QuotaFailure","violations":[{"quotaMetric":"generativelanguage.googleapis.com/generate_content_free_tier_requests","quotaId":"GenerateRequestsPerDayPerProjectPerModel-FreeTier","quotaDimensions":{"location":"global","model":"gemini-2.5-flash"},"quotaValue":"250"}]},{"@type":"type.googleapis.com/google.rpc.Help","links":[{"description":"Learn more about Gemini API quotas","url":"https://ai.google.dev/gemini-api/docs/rate-limits"}]},{"@type":"type.googleapis.com/google.rpc.RetryInfo","retryDelay":"51s"}]}}
img_400.jpg,ERROR: got status: 429 Too Many Requests. {"error":{"code":429,"message":"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250\nPlease retry in 21.131418507s.","status":"RESOURCE_EXHAUSTED","details":[{"@type":"type.googleapis.com/google.rpc.QuotaFailure","violations":[{"quotaMetric":"generativelanguage.googleapis.com/generate_content_free_tier_requests","quotaId":"GenerateRequestsPerDayPerProjectPerModel-FreeTier","quotaDimensions":{"location":"global","model":"gemini-2.5-flash"},"quotaValue":"250"}]},{"@type":"type.googleapis.com/google.rpc.Help","links":[{"description":"Learn more about Gemini API quotas","url":"https://ai.google.dev/gemini-api/docs/rate-limits"}]},{"@type":"type.googleapis.com/google.rpc.RetryInfo","retryDelay":"21s"}]}}
img_401.jpg,ERROR: got status: 429 Too Many Requests. {"error":{"code":429,"message":"You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit.\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250\nPlease retry in 51.516257365s.","status":"RESOURCE_EXHAUSTED","details":[{"@type":"type.googleapis.com/google.rpc.QuotaFailure","violations":[{"quotaMetric":"generativelanguage.googleapis.com/generate_content_free_tier_requests","quotaId":"GenerateRequestsPerDayPerProjectPerModel-FreeTier","quotaDimensions":{"location":"global","model":"gemini-2.5-flash"},"quotaValue":"250"}]},{"@type":"type.googleapis.com/google.rpc.Help","links":[{"description":"Learn more about Gemini API quotas","url":"https://ai.google.dev/gemini-api/docs/rate-limits"}]},{"@type":"type.googleapis.com/google.rpc.RetryInfo","retryDelay":"51s"}]}}
